artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
Karan Aujla,Don't Look,0.576,0.889,0.198,0.185,0.0,0.71,0.623,rap
Wazir Patar,Notorious,0.829,0.615,0.261,0.0657,0.0,0.0683,0.525,rap
Jass Manak,Prada,0.721,0.65,0.0903,0.0361,0.0,0.358,0.502,rap
Paradox,Bt Ho Gayi,0.805,0.703,0.399,0.113,0.0,0.165,0.771,rap
Akull,Laal Bindi,0.746,0.599,0.0463,0.407,0.0,0.162,0.283,rap
Sidhu Moose Wala;Afsana Khan,Dhakka,0.731,0.727,0.327,0.0907,2.67e-05,0.852,0.79,rap
Jass Manak,Naah,0.572,0.533,0.0645,0.347,0.0,0.0794,0.441,rap
Mustafa Zahid,Bhula Dena,0.515,0.508,0.0297,0.633,0.0,0.203,0.235,rap
Sunanda Sharma;Tanishk Bagchi,"Mummy Nu Pasand (From ""Jai Mummy Di"")",0.776,0.969,0.105,0.0149,0.000153,0.352,0.802,rap
Badshah;Payal Dev,"Sajna, Say Yes To The Dress",0.633,0.776,0.173,0.296,0.0,0.225,0.889,rap
Guru Randhawa;Nikhita Gandhi;Tanishk Bagchi;Nora Fatehi,Naach Meri Rani,0.676,0.488,0.154,0.0613,0.0,0.0707,0.151,rap
Sidhu Moose Wala;Blockboi Twitch,G-Shit (feat. Blockboi Twitch),0.658,0.761,0.257,0.0531,0.0,0.216,0.843,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Jordan Sandhu;Mehar Vaani;Desi Crew,Black Effect,0.676,0.739,0.159,0.137,0.0,0.233,0.755,rap
Eminem;Juice WRLD,Godzilla (feat. Juice WRLD),0.808,0.745,0.342,0.145,0.0,0.292,0.829,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Satinder Sartaaj,Udaarian,0.659,0.712,0.0352,0.584,0.0,0.201,0.883,rap
Raj Ranjodh,Attitude,0.644,0.77,0.0561,0.0541,0.0,0.22,0.367,rap
Gunna,Banking on Me,0.793,0.308,0.0466,0.613,1.68e-05,0.0953,0.46,rap
Anirudh Ravichander,Gaali Vaaluga,0.677,0.81,0.0378,0.643,3e-06,0.168,0.614,rap
MC STAN,Ek Din Pyaar,0.717,0.699,0.251,0.223,0.0,0.139,0.689,rap
Kahlon,Gucci di Sole,0.658,0.87,0.308,0.0113,0.0,0.351,0.376,rap
Gunna,Banking on Me,0.793,0.308,0.0466,0.613,1.68e-05,0.0953,0.46,rap
Gunna,Banking on Me,0.793,0.308,0.0466,0.613,1.68e-05,0.0953,0.46,rap
Anirudh Ravichander;Jonita Gandhi,"Halamithi Habibo (From ""Beast"")",0.705,0.852,0.252,0.226,0.000626,0.14,0.671,rap
Gunna,Banking on Me,0.793,0.308,0.0466,0.613,1.68e-05,0.0953,0.46,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Gunna;Chlöe,you & me,0.744,0.535,0.0736,0.279,0.0,0.143,0.106,rap
Sidhu Moose Wala,Regret,0.348,0.636,0.0577,0.467,0.0,0.0944,0.466,rap
Karan Aujla,They Know,0.753,0.72,0.232,0.063,0.0,0.237,0.613,rap
Anirudh Ravichander;Mohit Chauhan,Po Ve Po - The Pain of Love,0.568,0.62,0.0358,0.489,2.16e-05,0.108,0.347,rap
Anirudh Ravichander;Gana Balachandar,Vaathi Coming,0.643,0.952,0.246,0.276,0.49,0.0588,0.585,rap
Young Thug,Best Friend,0.959,0.598,0.0713,0.0358,0.0,0.358,0.408,rap
Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,rap
Sidhu Moose Wala,Aroma,0.554,0.524,0.0377,0.325,0.0,0.0964,0.253,rap
Anirudh Ravichander,Senjitaley,0.655,0.941,0.14,0.476,3.22e-06,0.215,0.344,rap
Anirudh Ravichander;Arjun Kanungo;Srinidhi Venkatesh,Sirikkadhey,0.632,0.629,0.0354,0.151,0.00382,0.114,0.456,rap
King,She Don't Give A,0.557,0.471,0.355,0.517,2.6e-06,0.112,0.26,rap
Gunna;Young Thug,mop,0.878,0.575,0.284,0.00293,0.0,0.273,0.399,rap
Hiphop Tamizha;Anirudh Ravichander,"Takkunu Takkunu - From ""Mr. Local""",0.811,0.587,0.0872,0.0829,0.0,0.173,0.758,rap
Hiphop Tamizha;Christopher Stanley;Sudarshan Ashok;Srinisha Jayaseelan,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",0.631,0.818,0.0338,0.11,0.0,0.091,0.551,rap
Kendrick Lamar;SZA,All The Stars (with SZA),0.698,0.633,0.0597,0.0605,0.000194,0.0926,0.552,rap
Ritviz,Aaj Na,0.659,0.345,0.107,0.106,0.0,0.107,0.338,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
The Yellow Diary;Shilpa Rao,Roz Roz,0.653,0.446,0.0351,0.546,4.52e-05,0.109,0.472,rap
Raftaar;Sukh-E Muzical Doctorz,All Black,0.813,0.734,0.0577,0.072,0.0,0.118,0.652,rap
Emiway Bantai,Machayenge,0.807,0.628,0.204,0.0146,0.0,0.0598,0.718,rap
Arivu,Who Am I ?,0.692,0.746,0.0744,0.565,0.535,0.572,0.917,rap
Ritviz,Sage,0.663,0.412,0.364,0.00434,0.019,0.215,0.356,rap
DIVINE,Chal Bombay,0.862,0.619,0.318,0.0434,0.0,0.117,0.512,rap
Badshah;J Balvin;Tainy,Voodoo (with J Balvin & Tainy),0.797,0.782,0.0504,0.00335,0.0,0.138,0.503,rap
AP Dhillon,Top Boy,0.804,0.609,0.268,0.375,1.74e-06,0.109,0.652,rap
AP Dhillon;Gurinder Gill;Money Musik;Shinda Kahlon,Fate,0.632,0.761,0.0865,0.173,0.579,0.113,0.0679,rap
Amrit Maan;The PropheC,Hanji Hanji,0.871,0.553,0.0484,0.346,1.43e-05,0.11,0.53,rap
MC SQUARE,Ram Ram,0.718,0.655,0.0751,0.187,0.0,0.498,0.569,rap
Jass Manak,Naah Lofi,0.41,0.449,0.046,0.576,4.59e-06,0.757,0.235,rap
Jordan Sandhu,Teeje Week,0.679,0.77,0.19,0.0583,0.0,0.0825,0.839,rap
Deep Jandu;DIVINE,Bombay to Punjab,0.584,0.739,0.369,0.117,0.0,0.0534,0.361,rap
Badshah;Payal Dev,Genda Phool (feat. Payal Dev),0.955,0.538,0.0734,0.132,0.00146,0.0704,0.837,rap
Guru Randhawa;Arjun,Suit Suit,0.767,0.869,0.0908,0.14,0.0,0.221,0.751,rap
Eminem,Not Afraid,0.855,0.954,0.264,0.529,0.0,0.205,0.668,rap
Karan Aujla,Laut Aana,0.518,0.664,0.038,0.374,0.0,0.336,0.44,rap
Oliver Tree,Life Goes On,0.7,0.49,0.076,0.186,0.0,0.117,0.569,rap
Sidhu Moose Wala;Intense,Famous,0.701,0.607,0.264,0.04,0.0,0.353,0.544,rap
Dilpreet Dhillon;Desi Crew;Kaur B,Gaddi Vich,0.875,0.555,0.076,0.179,0.0,0.124,0.59,rap
Sukhwinder Singh,Haule Haule,0.712,0.776,0.213,0.541,2.17e-06,0.0896,0.96,rap
Badshah,Mercy,0.835,0.767,0.0877,0.0716,0.000187,0.173,0.786,rap
Sidhu Moose Wala;Sunny Malton,Chosen,0.726,0.809,0.358,0.47,0.0,0.3,0.622,rap
The Local Train,Dil Mere,0.655,0.473,0.0267,0.842,0.0323,0.167,0.572,rap
Mac Miller;Ariana Grande,My Favorite Part,0.861,0.329,0.0527,0.629,1.88e-06,0.14,0.717,rap
Sidhu Moose Wala,Tibeyan Da Putt,0.54,0.56,0.381,0.0466,0.0,0.218,0.727,rap
Mac Miller,Ascension,0.763,0.53,0.132,0.368,3.41e-06,0.154,0.296,rap
Sachin-Jigar;Priya Saraiya;Jaideep Sahni,Gulabi,0.673,0.663,0.0446,0.0648,1.79e-05,0.117,0.678,rap
Mac Miller;Ty Dolla $ign,Cinderella,0.408,0.533,0.0536,0.235,0.0,0.345,0.239,rap
Kid Cudi,The Prayer,0.735,0.76,0.114,0.366,1.52e-05,0.606,0.687,rap
Anirudh Ravichander;Dhanush;Nikhita Gandhi,Oh Oh - The First Love of Tamizh,0.594,0.587,0.0268,0.413,0.00013,0.0904,0.448,rap
Anirudh Ravichander,Udhungada Sangu,0.449,0.802,0.1,0.22,0.0,0.0654,0.741,rap
Anirudh Ravichander;Kamal Haasan,Pathala Pathala,0.827,0.78,0.375,0.356,0.0,0.0651,0.938,rap
Anirudh Ravichander;Bjorn Surrao,"Master the Blaster (From ""Master"")",0.756,0.816,0.0972,0.3,0.0,0.172,0.899,rap
Jack Harlow,ICE,0.937,0.632,0.157,0.0265,0.0,0.111,0.542,rap
Anirudh Ravichander;Sid Sriram,Yennai Maatrum Kadhale,0.515,0.766,0.0936,0.46,3.27e-06,0.136,0.346,rap
Vishal Dadlani;Sachin-Jigar,"Kudi Nu Nachne De (From ""Angrezi Medium"")",0.834,0.688,0.0653,0.175,0.0,0.174,0.876,rap
Sidhu Moose Wala;DIVINE,Moosedrilla (feat. DIVINE),0.709,0.829,0.245,0.0698,0.0,0.561,0.654,rap
Mac Miller,What's the Use?,0.759,0.492,0.12,0.736,0.0102,0.107,0.561,rap
Mac Miller;Chief Keef,Cut the Check,0.842,0.685,0.251,0.0473,0.0,0.119,0.499,rap
Mac Miller;Kendrick Lamar,"God Is Fair, Sexy Nasty",0.504,0.409,0.188,0.347,3.09e-05,0.112,0.137,rap
Mac Miller;Earl Sweatshirt,Polo Jeans,0.732,0.635,0.41,0.493,7.02e-06,0.388,0.581,rap
Kid Cudi;MGMT;Ratatat;Steve Aoki,Pursuit Of Happiness - Extended Steve Aoki Remix,0.721,0.687,0.0554,0.00957,0.0041,0.0462,0.619,rap
Mac Miller;Earl Sweatshirt;Da$H,New Faces v2,0.479,0.598,0.323,0.0536,0.0,0.456,0.244,rap
Stephen Zechariah;Pragathi Guruprasad,Usuraiya Tholaichaen,0.567,0.585,0.0329,0.517,4.84e-06,0.115,0.374,rap
Mac Miller,When in Rome,0.838,0.7,0.0735,0.0513,0.0,0.262,0.216,rap
Alfaaz,Hai Mera Dil,0.739,0.839,0.0356,0.475,0.0,0.341,0.904,rap
Eminem;Rihanna,Love The Way You Lie,0.749,0.925,0.227,0.241,0.0,0.52,0.641,rap
Yung Gravy,Betty (Get Money),0.723,0.772,0.0792,0.00524,1.15e-05,0.367,0.58,rap
Sidhu Moose Wala,Selfmade,0.659,0.666,0.041,0.0988,0.0,0.278,0.326,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
AP Dhillon;Gurinder Gill;Money Musik,Goat,0.725,0.821,0.154,0.103,3e-06,0.118,0.135,rap
Jack Harlow,RAIN,0.877,0.607,0.102,0.00181,1.69e-05,0.107,0.131,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jass Manak,Tera Mera Viah,0.793,0.719,0.125,0.352,0.0,0.574,0.435,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,ICE,0.937,0.632,0.157,0.0265,0.0,0.111,0.542,rap
VTORNIK;Phonk,Money Rain - Phonk Remix,0.936,0.791,0.235,0.355,0.00628,0.168,0.746,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,Nail Tech,0.647,0.581,0.0884,0.0029,7.76e-06,0.119,0.113,rap
Dabzee;SA,"Manavaalan Thug - From ""Thallumaala""",0.809,0.583,0.0605,0.356,0.0,0.0622,0.478,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Sidhu Moose Wala,B & W,0.886,0.749,0.0966,0.185,0.0,0.0983,0.833,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,SUNDAY NIGHT,0.764,0.776,0.0329,0.124,0.000512,0.327,0.772,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jack Harlow;Adam Levine,Same Guy,0.791,0.586,0.147,0.181,0.0,0.105,0.643,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jack Harlow,SUNDOWN,0.816,0.754,0.152,0.163,0.00199,0.105,0.703,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Sachin-Jigar;Parineeti Chopra;Kausar Munir,Maana Ke Hum Yaar Nahin,0.537,0.367,0.0241,0.815,0.0,0.132,0.348,rap
Jack Harlow;Drake,Churchill Downs,0.71,0.522,0.36,0.615,0.0,0.11,0.37,rap
Jack Harlow;jetsonmade,I WANNA SEE SOME ASS,0.907,0.652,0.0578,0.284,0.000337,0.135,0.93,rap
Jack Harlow,WALK IN THE PARK,0.956,0.519,0.167,0.0712,0.0,0.106,0.529,rap
Sidhu Moose Wala,Calaboose,0.747,0.758,0.0742,0.0568,0.0,0.331,0.56,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow;Big Sean,Way Out,0.945,0.582,0.0719,0.114,0.0,0.103,0.907,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,2STYLISH,0.941,0.618,0.079,0.0112,0.0,0.0911,0.489,rap
Jack Harlow,I'd Do Anything to Make You Smile,0.832,0.522,0.05,0.012,0.079,0.377,0.253,rap
Jack Harlow,BIG CHILLIN,0.81,0.69,0.299,0.0102,0.0,0.292,0.585,rap
Jack Harlow;Pooh Shiesty,SUVs (Black on Black),0.813,0.706,0.425,0.139,0.0,0.0994,0.44,rap
Jack Harlow;Big Sean,Way Out,0.945,0.582,0.0719,0.114,0.0,0.103,0.907,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow;DaBaby;Tory Lanez;Lil Wayne,WHATS POPPIN - Remix,0.904,0.723,0.26,0.0631,0.0,0.185,0.835,rap
J. Cole,No Role Modelz,0.69,0.521,0.339,0.324,0.0,0.0534,0.494,rap
Yashraj;Dropped Out;Talwiinder,Dhundhala,0.648,0.45,0.167,0.134,7.31e-05,0.137,0.472,rap
XXXTENTACION,the remedy for a broken heart (why am I so in love),0.699,0.304,0.0993,0.779,0.000993,0.137,0.271,rap
Travis Scott,HIGHEST IN THE ROOM,0.598,0.427,0.0317,0.0546,5.83e-06,0.21,0.0605,rap
Yo Yo Honey Singh,Together Forever,0.737,0.832,0.165,0.26,0.0,0.108,0.67,rap
Arjun Kanungo;Badshah,Baaki Baatein Peene Baad (Shots) (feat. Badshah),0.566,0.862,0.105,0.0246,0.0,0.103,0.455,rap
King,Baazi,0.696,0.847,0.0312,0.344,0.0,0.171,0.68,rap
Jaura Phagwara;Enzo,Black Matte,0.734,0.805,0.247,0.246,0.0,0.108,0.71,rap
Nicki Minaj,Super Freaky Girl,0.95,0.891,0.241,0.0645,1.77e-05,0.309,0.912,rap
Yo Yo Honey Singh,Brown Rang,0.804,0.902,0.0846,0.265,0.000413,0.0651,0.72,rap
Young Stunners;Talha Anjum;Talhah Yunus,Gumaan,0.716,0.542,0.304,0.358,0.0,0.106,0.571,rap
KR$NA,Untitled,0.906,0.811,0.278,0.393,1.28e-05,0.0703,0.667,rap
King,Tum Saath Rehnaa,0.443,0.668,0.294,0.693,0.000443,0.0579,0.512,rap
Lil Nas X;Billy Ray Cyrus,Old Town Road - Remix,0.878,0.619,0.102,0.0533,0.0,0.113,0.639,rap
KR$NA,Lil Bunty,0.869,0.826,0.333,0.211,0.0,0.0696,0.503,rap
Mustafa Zahid,Zaroorat,0.354,0.712,0.0589,0.358,4.19e-05,0.274,0.238,rap
Sidhu Moose Wala,Dark Love,0.736,0.672,0.113,0.435,0.0,0.132,0.616,rap
AP Dhillon;Gurinder Gill,WAR,0.674,0.508,0.298,0.159,0.000361,0.348,0.322,rap
Amrit Maan;Sidhu Moose Wala,Bambiha Bole,0.775,0.618,0.086,0.2,0.0,0.468,0.654,rap
Lehmber Hussainpuri,Sadi Gali,0.726,0.994,0.0543,0.021,0.0108,0.222,0.779,rap
Jordan Sandhu,Majhail 1.0,0.778,0.648,0.318,0.238,0.0,0.278,0.678,rap
Wajid;Labh Janjua;Sneha Pant,Soni De Nakhre,0.829,0.852,0.0477,0.00698,0.000278,0.055,0.912,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Sidhu Moose Wala,Devil,0.57,0.793,0.228,0.183,0.0,0.664,0.472,rap
Amar Sandhu,Bapu Tere Karke,0.726,0.654,0.051,0.436,0.0,0.156,0.388,rap
Kailash Kher,Allah Ke Bande,0.543,0.44,0.0597,0.795,0.0,0.224,0.726,rap
Anirudh Ravichander,Amar Theme - Background Score,0.679,0.724,0.0423,0.121,0.79,0.164,0.0764,rap
Anirudh Ravichander;Gana Balachandar,"Vaathi Coming (From ""Master"")",0.649,0.947,0.26,0.218,0.383,0.0532,0.579,rap
Anirudh Ravichander;Yo Yo Honey Singh;Hiphop Tamizha,Ethir Neechal,0.752,0.97,0.0943,0.0556,1.21e-06,0.0999,0.537,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Anirudh Ravichander;Vishal Dadlani,Aathi,0.59,0.822,0.056,0.236,0.0,0.678,0.438,rap
Sidhu Moose Wala,Sin,0.769,0.832,0.182,0.111,0.0,0.574,0.34,rap
Akhil,Kalla Sohna Nai,0.802,0.499,0.0345,0.454,0.0,0.143,0.763,rap
Varinder Brar,Jatt Life,0.613,0.583,0.113,0.143,0.0,0.114,0.565,rap
Sukhwinder Singh,Taal Se Taal - Western Version,0.771,0.72,0.0867,0.203,0.0011,0.335,0.492,rap
Anirudh Ravichander,Porkanda Singam EDM Version (Additional Song),0.687,0.769,0.0464,0.105,0.256,0.159,0.413,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Anirudh Ravichander;Inno Genga,Hoyna Hoyna,0.713,0.727,0.0388,0.183,1.22e-06,0.0756,0.515,rap
Jack Harlow,Nail Tech,0.647,0.581,0.0884,0.0029,7.76e-06,0.119,0.113,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Stephen Zechariah,Adi Penne - Dad's Love,0.581,0.56,0.0278,0.835,0.0,0.372,0.445,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
Kendrick Lamar,HUMBLE.,0.908,0.621,0.102,0.000282,5.39e-05,0.0958,0.421,rap
Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,rap
G-Eazy;Halsey,Him & I (with Halsey),0.589,0.731,0.0868,0.0534,0.0,0.308,0.191,rap
Eminem;Dina Rae,Superman,0.802,0.755,0.0564,0.0215,0.0,0.295,0.58,rap
Travis Scott,goosebumps,0.841,0.728,0.0484,0.0847,0.0,0.149,0.43,rap
Emiway Bantai,KR L$DA SIGN,0.709,0.716,0.246,0.129,0.0,0.243,0.608,rap
AP Dhillon;Gurinder Gill;Gminxr,Feels,0.71,0.698,0.0368,0.108,0.0,0.098,0.0823,rap
The Kid LAROI,Thousand Miles,0.376,0.657,0.0768,0.0858,0.0,0.0884,0.203,rap
The Kid LAROI,WITHOUT YOU,0.662,0.413,0.0299,0.213,0.0,0.134,0.467,rap
Benny Dayal;Shreya Ghoshal,Kaise Mujhe,0.59,0.414,0.0346,0.781,0.000522,0.146,0.292,rap
Sultaan;Gavy Dhaliwal;Bhallwaan;Swapan Sekhon;Gur Chahal,Puff Puff Pass,0.666,0.618,0.185,0.218,0.0,0.197,0.56,rap
Maninder Buttar,Laare,0.384,0.658,0.05,0.201,0.0,0.245,0.67,rap
Tegi Pannu;Manni Sandhu,Roll Deep,0.753,0.687,0.149,0.52,2.32e-06,0.0663,0.754,rap
Sukhbir;Ikka,Oh Ho Ho Ho (Remix),0.676,0.935,0.0892,0.00917,0.0,0.097,0.802,rap
AP Dhillon;Gurinder Gill;Gminxr;Shinda Kahlon,AGAINST ALL ODDS,0.828,0.642,0.306,0.227,7.51e-06,0.275,0.726,rap
Vishal Dadlani,Tu Meri,0.679,0.687,0.0294,0.0779,0.0,0.704,0.424,rap
Guru Randhawa;Yo Yo Honey Singh;Divya Khosla Kumar,Designer,0.41,0.907,0.101,0.0689,0.0,0.247,0.793,rap
Sidhu Moose Wala;Sunny Malton,B-Town (feat. Sunny Malton),0.752,0.861,0.163,0.327,0.0,0.126,0.666,rap
Yo Yo Honey Singh;Neha Kakkar,Manali Trance,0.614,0.842,0.0745,0.00814,1.33e-05,0.212,0.915,rap
Ajay-Atul;Shreya Ghoshal,Chikni Chameli,0.693,0.956,0.071,0.289,0.0,0.294,0.665,rap
Playboi Carti,R.I.P.,0.725,0.725,0.159,0.0119,0.0,0.086,0.515,rap
Vishal Dadlani;Amit Trivedi,Ud-daa Punjab,0.909,0.906,0.206,0.09,1.25e-05,0.287,0.625,rap
Sidhu Moose Wala,Trend,0.626,0.725,0.207,0.0755,0.0,0.245,0.556,rap
Eminem,Venom - Music From The Motion Picture,0.75,0.789,0.0647,0.0148,0.0,0.501,0.467,rap
Ty Dolla $ign,Famous,0.617,0.298,0.083,0.684,0.0,0.393,0.579,rap
Badshah;Neeti Mohan,"Bad Boy (From ""Saaho"")",0.892,0.848,0.183,0.242,0.013,0.0992,0.523,rap
Sidhu Moose Wala;Afsana Khan,Unfuckwithable (Bonus Track from Moosetape),0.713,0.747,0.128,0.117,5.51e-06,0.451,0.711,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
DaBaby;Roddy Ricch,ROCKSTAR,0.746,0.69,0.164,0.247,0.0,0.101,0.497,rap
Raftaar,Baby Marvake Maanegi,0.658,0.815,0.0559,0.00132,0.0106,0.178,0.559,rap
Anirudh Ravichander,JD Intro - Background Score,0.656,0.925,0.093,0.00898,0.0101,0.108,0.0793,rap
Anirudh Ravichander;Roop Kumar Rathod;Shreya Ghoshal,Nee Paata Madhuram - The Touch of Love,0.649,0.57,0.029,0.174,1.01e-05,0.496,0.506,rap
DaBaby,BOP,0.77,0.786,0.368,0.189,0.0,0.129,0.837,rap
Wiz Khalifa,Bad Ass Bitches,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,rap
Sidhu Moose Wala,Goat,0.756,0.855,0.208,0.222,0.0,0.188,0.525,rap
Wiz Khalifa;PARTYNEXTDOOR,Late Night Messages,0.79,0.616,0.0983,0.0865,2.34e-05,0.22,0.312,rap
DaBaby,Ball If I Want To,0.902,0.669,0.457,0.161,0.0,0.0728,0.628,rap
DaBaby;Roddy Ricch,ROCKSTAR,0.746,0.69,0.164,0.247,0.0,0.101,0.497,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Wiz Khalifa;Lil Skies,Fr Fr,0.914,0.497,0.202,0.114,2.9e-05,0.282,0.324,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Hiphop Tamizha,Azhage,0.717,0.79,0.0342,0.308,0.0,0.0871,0.536,rap
Kodak Black;Jeezy,Feeling Like,0.428,0.832,0.338,0.303,0.0,0.142,0.157,rap
Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,rap
Ty Dolla $ign;Gucci Mane;Quavo,Pineapple,0.964,0.555,0.0499,0.0301,0.000563,0.128,0.338,rap
Sidhu Moose Wala,Sidhu Son,0.571,0.732,0.154,0.116,0.0,0.378,0.584,rap
Wiz Khalifa;Charlie Puth,See You Again,0.69,0.48,0.0816,0.369,0.0,0.0649,0.286,rap
Arjun;Badshah;Bohemia;Diljit Dosanjh;Fateh;Gippy Grewal;Girik Aman;Gupz Sehra;Guru Randhawa;Hans Raj Hans;Harjit Harman;Harrdy Sandhu;Labh Janjua;Neha Kakkar;Ranjit Bawa;Sharry Mann;Sukhbir;Surjit Bindrakhia;Yo Yo Honey Singh;Amit Trivedi;Anand Raj Anand;Atul Sharma;B Praak;Beat Minister;Dr Zeus;Intense;Manj Musik;Mista Baaz;Preet Hundal;Vee;DJ Yogii,Punjabi Mashup,0.418,0.931,0.174,0.0028,7.71e-05,0.332,0.707,rap
Anirudh Ravichander;Alisha Thomas,Don'u Don'u Don'u - The Don's Romance,0.776,0.82,0.0414,0.287,0.000361,0.242,0.773,rap
Sean Kingston;Justin Bieber,Eenie Meenie,0.72,0.607,0.0322,0.0543,0.0,0.113,0.828,rap
Rusha & Blizza,Huzur (Reprise),0.641,0.475,0.0413,0.385,0.0646,0.0771,0.0399,rap
Benny Dayal;Shalmali Kholgade,Daaru Desi,0.703,0.781,0.0468,0.194,0.000368,0.0928,0.679,rap
AP Dhillon;Gurinder Gill;Money Musik,Chances,0.621,0.705,0.222,0.195,4.19e-06,0.292,0.437,rap
Kodak Black,Love & War,0.762,0.649,0.0527,0.58,1.7e-05,0.0971,0.501,rap
Sidhu Moose Wala,Badfella,0.616,0.844,0.201,0.124,0.0,0.255,0.785,rap
